id,Umidade,Fluxo,Temperatura,Infravermelho,Estado
2028,30,0,136.9974,1,Problema encontrado
2029,20,0,20.6019,0,Problema encontrado
2030,30,0,113.1651,1,Problema encontrado
2031,1,1,136.4484,0,Problema encontrado
2032,-2,0,-7.7145,1,Disfuncional
2033,0,0,145.718,0,Problema encontrado
2034,20,0,46.7269,1,Problema encontrado
2035,20,0,-34.4554,0,Problema encontrado
2036,-2,0,44.6287,0,Disfuncional
2037,-2,1,8.629,1,Disfuncional
2038,20,0,-41.3852,1,Problema encontrado
2039,20,0,7.6757,1,Problema encontrado
2040,1,1,-32.9081,0,Funcional
2041,20,1,92.002,1,Problema encontrado
2042,20,0,-66.951,1,Problema encontrado
2043,1,0,113.8792,0,Problema encontrado
2044,20,0,-2.4791,1,Problema encontrado
2045,20,1,60.4477,0,Funcional
2046,20,1,-122.7319,0,Funcional
2047,0,0,-89.228,1,Funcional
2048,0,1,5.363,1,Funcional
2049,20,1,103.1643,0,Problema encontrado
2050,20,0,-111.1024,0,Problema encontrado
2051,1,0,-89.0799,1,Problema encontrado
2052,1,0,-90.8343,0,Problema encontrado
2053,1,0,93.7625,0,Problema encontrado
2054,1,1,9.3316,1,Funcional
2055,1,1,64.4938,1,Funcional
2056,-2,0,141.3935,1,Disfuncional
2057,30,1,-101.5172,0,Funcional
2058,30,0,-91.0492,1,Problema encontrado
2059,-2,0,-89.8833,1,Disfuncional
2060,30,0,-4.6723,0,Problema encontrado
2061,20,0,31.3943,1,Problema encontrado
2062,20,0,18.1922,0,Problema encontrado
2063,-2,1,-125.5817,1,Disfuncional
2064,0,1,-89.5092,0,Funcional
2065,30,1,-3.4061,1,Funcional
2066,1,1,70.636,0,Funcional
2067,0,0,-97.4298,0,Funcional
2068,30,0,-64.5038,0,Problema encontrado
2069,1,0,-31.5921,1,Problema encontrado
2070,30,0,39.3945,0,Problema encontrado
2071,1,0,-79.2879,1,Problema encontrado
2072,20,0,104.9202,0,Problema encontrado
2073,30,1,-33.4117,1,Funcional
2074,1,0,-103.5084,0,Problema encontrado
2075,20,0,26.695,0,Problema encontrado
2076,20,0,99.8212,0,Problema encontrado
2077,1,0,96.6721,0,Problema encontrado
2078,1,0,-29.9431,0,Problema encontrado
2079,1,3,40.5241,0,Funcional
2080,0,1,-37.1293,0,Funcional
2081,30,0,137.947,1,Problema encontrado
2082,30,0,11.481,1,Problema encontrado
2083,1,1,19.2337,1,Funcional
2084,20,1,116.3173,1,Problema encontrado
2085,1,1,-0.1753,1,Funcional
2086,0,0,-19.2417,1,Funcional
2087,-2,1,90.8701,1,Disfuncional
2088,30,0,124.1711,0,Problema encontrado
2089,0,1,-50.5622,0,Funcional
2090,30,1,-46.6841,1,Funcional
2091,-2,0,75.9593,1,Disfuncional
2092,-2,1,-21.3084,0,Disfuncional
2093,0,1,-67.8001,1,Funcional
2094,0,1,75.2643,0,Funcional
2095,0,0,129.5922,0,Problema encontrado
2096,30,1,73.741,1,Funcional
2097,0,0,45.9986,0,Funcional
2098,30,1,97.5706,0,Problema encontrado
2099,1,1,105.0886,0,Problema encontrado
2100,1,3,40.0501,0,Funcional
2101,1,1,8.9278,1,Funcional
2102,-2,0,62.9041,0,Disfuncional
2103,1,1,-117.1217,0,Funcional
2104,30,0,113.4475,1,Problema encontrado
2105,20,0,-89.4759,1,Problema encontrado
2106,1,0,-21.9098,0,Problema encontrado
2107,0,0,23.8801,1,Funcional
2108,0,0,-109.7362,1,Funcional
2109,20,0,69.2123,0,Problema encontrado
2110,-2,1,63.415,0,Disfuncional
2111,-2,1,105.1449,1,Disfuncional
2112,0,0,-111.8625,0,Funcional
2113,30,0,27.5108,0,Problema encontrado
2114,20,0,-121.0448,1,Problema encontrado
2115,-2,0,-95.4214,0,Disfuncional
2116,0,1,-16.0192,1,Funcional
2117,1,0,97.73,0,Problema encontrado
2118,30,0,74.4235,1,Problema encontrado
2119,0,0,-117.1747,0,Funcional
2120,30,1,55.0292,1,Funcional
2121,-2,1,-22.8051,0,Disfuncional
2122,30,1,93.1991,1,Problema encontrado
2123,1,3,44.8208,1,Funcional
2124,30,0,52.4006,1,Problema encontrado
2125,30,1,-93.2429,0,Funcional
2126,30,0,8.1111,0,Problema encontrado
2127,0,0,92.5795,1,Problema encontrado
2128,-2,0,-11.1521,0,Disfuncional
2129,0,1,-83.9232,1,Funcional
2130,20,0,-72.8452,1,Problema encontrado
2131,0,1,-9.3711,0,Funcional
2132,20,1,-27.8918,0,Funcional
2133,30,1,-29.6843,0,Funcional
2134,30,0,109.8164,1,Problema encontrado
2135,20,1,131.0603,1,Problema encontrado
2136,0,1,111.1192,1,Problema encontrado
2137,-2,0,76.9923,0,Disfuncional
2138,-2,1,-95.0877,1,Disfuncional
2139,0,1,-81.0386,0,Funcional
2140,0,1,-45.1038,1,Funcional
2141,30,1,140.5604,0,Problema encontrado
2142,30,0,110.1285,1,Problema encontrado
2143,20,0,-115.2786,0,Problema encontrado
2144,1,0,109.671,1,Problema encontrado
2145,1,3,46.6403,0,Funcional
2146,1,0,21.7486,0,Problema encontrado
2147,0,0,7.2919,1,Funcional
2148,20,1,-71.3656,1,Funcional
2149,-2,1,80.6199,1,Disfuncional
2150,30,3,44.8622,1,Funcional
2151,-2,0,-102.5849,1,Disfuncional
2152,30,1,-107.1654,1,Funcional
2153,-2,1,-40.2001,1,Disfuncional
2154,30,0,-121.8825,1,Problema encontrado
2155,1,1,136.4724,1,Problema encontrado
2156,20,1,55.1301,0,Funcional
2157,1,0,-21.0816,0,Problema encontrado
2158,0,1,-118.8257,1,Funcional
2159,1,1,92.1438,1,Problema encontrado
2160,30,0,-43.2366,0,Problema encontrado
2161,20,1,-5.4886,0,Funcional
2162,30,0,-42.7075,0,Problema encontrado
2163,20,0,58.2912,1,Problema encontrado
2164,0,1,92.7503,1,Problema encontrado
2165,20,1,-119.1354,1,Funcional
2166,0,0,136.7853,0,Problema encontrado
2167,-2,0,112.742,0,Disfuncional
2168,1,1,126.5262,0,Problema encontrado
2169,30,0,-26.887,1,Problema encontrado
2170,0,0,-120.3857,0,Funcional
2171,-2,0,50.5325,1,Disfuncional
2172,20,0,-23.0233,1,Problema encontrado
2173,-2,1,-86.2984,1,Disfuncional
2174,20,3,29.0149,0,Funcional
2175,30,0,-72.7833,1,Problema encontrado
2176,0,0,35.5306,0,Funcional
2177,30,0,103.5804,1,Problema encontrado
2178,30,0,77.3216,0,Problema encontrado
2179,1,1,-4.0366,0,Funcional
2180,0,0,-95.2162,0,Funcional
2181,0,0,-64.1105,0,Funcional
2182,20,1,-67.3263,1,Funcional
2183,0,0,67.5826,0,Funcional
2184,0,3,2.1964,0,Funcional
2185,-2,1,-3.9211,0,Disfuncional
2186,0,0,19.3444,1,Funcional
2187,20,0,47.8602,0,Problema encontrado
2188,0,1,146.3596,0,Problema encontrado
2189,-2,1,-39.6242,0,Disfuncional
2190,1,0,118.7252,0,Problema encontrado
2191,1,1,78.2177,1,Funcional
2192,-2,1,-15.6553,1,Disfuncional
2193,-2,3,43.832,1,Disfuncional
2194,30,1,-108.4473,1,Funcional
2195,-2,0,43.1647,0,Disfuncional
2196,20,1,-0.9683,1,Funcional
2197,-2,0,-65.7861,0,Disfuncional
2198,-2,0,7.726,0,Disfuncional
2199,1,0,-66.6966,0,Problema encontrado
2200,0,0,90.8478,0,Problema encontrado
2201,-2,1,-83.9276,1,Disfuncional
2202,1,1,53.901,0,Funcional
2203,30,1,102.6432,1,Problema encontrado
2204,30,1,-78.5207,1,Funcional
2205,0,1,-25.0172,0,Funcional
2206,1,0,139.7393,0,Problema encontrado
2207,30,3,24.6197,0,Funcional
2208,0,1,115.5162,1,Problema encontrado
2209,-2,1,0.1353,1,Disfuncional
2210,30,0,7.7101,1,Problema encontrado
2211,0,0,-40.1924,0,Funcional
2212,-2,1,-34.8369,1,Disfuncional
2213,30,1,-33.1148,1,Funcional
2214,1,1,84.9735,1,Funcional
2215,30,1,-27.3064,0,Funcional
2216,20,1,1.4548,1,Funcional
2217,-2,0,-126.2207,0,Disfuncional
2218,-2,0,-105.8995,0,Disfuncional
2219,0,0,127.2548,1,Problema encontrado
2220,1,1,113.1096,1,Problema encontrado
2221,30,1,129.9113,1,Problema encontrado
2222,20,0,-13.9616,0,Problema encontrado
2223,-2,0,-64.9462,0,Disfuncional
2224,20,0,88.4676,1,Problema encontrado
2225,-2,0,-93.9868,1,Disfuncional
2226,30,1,-110.6889,0,Funcional
2227,1,1,120.3405,1,Problema encontrado
2228,0,0,112.6548,1,Problema encontrado
2229,20,1,-108.4878,1,Funcional
2230,-2,0,59.6023,0,Disfuncional
2231,1,0,-86.6683,1,Problema encontrado
2232,0,0,-87.3935,0,Funcional
2233,0,0,-25.828,1,Funcional
2234,-2,0,-31.5885,0,Disfuncional
2235,1,0,-24.6995,0,Problema encontrado
2236,1,0,-4.4794,1,Problema encontrado
2237,-2,1,-37.904,0,Disfuncional
2238,-2,0,102.3412,0,Disfuncional
2239,1,0,75.0102,0,Problema encontrado
2240,-2,0,55.8463,0,Disfuncional
2241,20,1,112.9478,1,Problema encontrado
2242,30,1,105.1677,0,Problema encontrado
2243,-2,1,-77.0852,1,Disfuncional
2244,-2,1,-38.6314,1,Disfuncional
2245,20,0,36.9814,0,Problema encontrado
2246,0,1,-73.5865,1,Funcional
2247,30,1,19.103,1,Funcional
2248,30,0,-7.7794,0,Problema encontrado
2249,30,1,147.8593,0,Problema encontrado
2250,-2,0,125.4486,0,Disfuncional
2251,-2,0,62.2585,1,Disfuncional
2252,20,3,40.8167,1,Funcional
2253,20,1,18.3566,1,Funcional
2254,20,0,71.1648,0,Problema encontrado
2255,0,0,-93.2915,0,Funcional
2256,1,0,65.6365,0,Problema encontrado
2257,1,0,-13.3655,1,Problema encontrado
2258,20,1,78.1205,0,Funcional
2259,20,0,-111.0641,0,Problema encontrado
2260,0,1,10.6653,0,Funcional
2261,20,0,66.1927,0,Problema encontrado
2262,-2,1,-95.4857,0,Disfuncional
2263,1,0,5.5523,0,Problema encontrado
2264,-2,1,138.1645,1,Disfuncional
2265,20,1,-105.6326,0,Funcional
2266,0,0,-48.4482,0,Funcional
2267,1,1,-63.9085,0,Funcional
2268,-2,0,105.5568,0,Disfuncional
2269,-2,0,9.2288,1,Disfuncional
2270,-2,0,54.598,1,Disfuncional
2271,0,1,66.6236,0,Funcional
2272,30,1,52.1332,1,Funcional
2273,1,0,-105.2609,1,Problema encontrado
2274,1,1,-29.6498,1,Funcional
2275,0,1,6.1863,1,Funcional
2276,30,1,-84.4673,1,Funcional
2277,20,0,-55.8575,0,Problema encontrado
2278,1,0,-53.7069,0,Problema encontrado
2279,20,1,81.9403,0,Funcional
2280,-2,0,118.8677,1,Disfuncional
2281,-2,0,104.4712,1,Disfuncional
2282,0,1,-117.6504,1,Funcional
2283,-2,1,35.151,0,Disfuncional
2284,1,0,76.4491,1,Problema encontrado
2285,20,1,119.3459,0,Problema encontrado
2286,30,1,112.0209,0,Problema encontrado
2287,-2,0,103.5641,1,Disfuncional
2288,30,1,116.7305,0,Problema encontrado
2289,1,0,-33.837,0,Problema encontrado
2290,30,0,-13.5423,0,Problema encontrado
2291,30,0,18.5822,0,Problema encontrado
2292,0,1,138.547,0,Problema encontrado
2293,-2,1,-98.9392,0,Disfuncional
2294,-2,1,32.4455,0,Disfuncional
2295,0,0,-108.6898,1,Funcional
2296,1,0,-51.0463,1,Problema encontrado
2297,0,0,-46.5391,1,Funcional
2298,1,3,43.3983,1,Funcional
2299,0,1,-1.9382,0,Funcional
2300,-2,1,77.5501,1,Disfuncional
2301,-2,1,-88.6799,1,Disfuncional
2302,20,1,76.2765,1,Funcional
2303,0,1,7.633,1,Funcional
2304,1,0,116.9589,1,Problema encontrado
2305,0,1,113.5691,0,Problema encontrado
2306,-2,1,135.5857,1,Disfuncional
2307,1,1,105.8335,0,Problema encontrado
2308,-2,0,-12.2455,0,Disfuncional
2309,-2,1,117.1519,0,Disfuncional
2310,-2,1,120.9849,1,Disfuncional
2311,30,0,-26.7262,1,Problema encontrado
2312,1,1,-9.8888,1,Funcional
2313,-2,0,-20.0086,0,Disfuncional
2314,1,0,90.5345,1,Problema encontrado
2315,30,0,135.2018,0,Problema encontrado
2316,20,3,4.8332,1,Funcional
2317,-2,1,-15.9566,1,Disfuncional
2318,1,0,-119.2466,0,Problema encontrado
2319,30,1,88.3692,0,Funcional
2320,1,1,89.0577,0,Funcional
2321,0,1,-85.898,1,Funcional
2322,20,0,30.8232,1,Problema encontrado
2323,30,0,66.2304,1,Problema encontrado
2324,30,0,-85.1176,1,Problema encontrado
2325,20,1,52.6547,0,Funcional
2326,1,1,50.6265,0,Funcional
2327,1,1,10.362,0,Funcional
2328,1,0,136.1452,1,Problema encontrado
2329,1,1,-102.0178,1,Funcional
2330,30,1,100.7348,1,Problema encontrado
2331,-2,0,-49.883,0,Disfuncional
2332,0,0,97.1235,0,Problema encontrado
2333,-2,0,-15.9297,0,Disfuncional
2334,0,0,39.0542,1,Funcional
2335,20,0,-35.7324,1,Problema encontrado
2336,0,1,62.6896,0,Funcional
2337,30,1,-4.285,1,Funcional
2338,1,1,-84.3062,0,Funcional
2339,20,0,90.1857,0,Problema encontrado
2340,0,0,-57.005,1,Funcional
2341,0,1,-9.8131,1,Funcional
2342,0,0,131.171,0,Problema encontrado
2343,1,1,-110.3157,0,Funcional
2344,1,0,91.1357,0,Problema encontrado
2345,-2,0,-119.285,1,Disfuncional
2346,-2,0,95.2726,1,Disfuncional
2347,1,1,66.7513,0,Funcional
2348,0,0,23.7201,0,Funcional
2349,0,1,-110.4143,0,Funcional
2350,-2,0,-67.3613,1,Disfuncional
2351,1,0,-113.7313,0,Problema encontrado
2352,1,1,85.9025,0,Funcional
2353,30,0,23.8365,0,Problema encontrado
2354,-2,1,17.9543,0,Disfuncional
2355,30,3,29.8249,0,Funcional
2356,1,0,-57.3642,1,Problema encontrado
2357,0,0,39.6831,1,Funcional
2358,30,1,-23.5357,1,Funcional
2359,20,0,116.2476,1,Problema encontrado
2360,30,1,-91.0861,0,Funcional
2361,20,1,139.2223,0,Problema encontrado
2362,20,1,107.9251,1,Problema encontrado
2363,0,0,-80.2546,1,Funcional
2364,20,1,82.8782,0,Funcional
2365,1,0,-59.1793,1,Problema encontrado
2366,0,1,127.6825,0,Problema encontrado
2367,30,0,-113.2338,0,Problema encontrado
2368,20,0,-4.2926,0,Problema encontrado
2369,1,0,2.1185,1,Problema encontrado
2370,30,0,38.2064,1,Problema encontrado
2371,30,0,86.4997,1,Problema encontrado
2372,-2,1,-51.8924,1,Disfuncional
2373,20,1,-10.7844,0,Funcional
2374,30,0,108.8018,0,Problema encontrado
2375,20,1,100.9397,1,Problema encontrado
2376,20,1,74.0069,1,Funcional
2377,1,0,-12.1302,0,Problema encontrado
2378,0,0,124.7666,1,Problema encontrado
2379,0,0,-49.4249,0,Funcional
2380,20,0,-9.5849,0,Problema encontrado
2381,1,1,17.4688,0,Funcional
2382,1,1,-49.8448,1,Funcional
2383,20,0,-70.8842,0,Problema encontrado
2384,1,1,-108.3173,1,Funcional
2385,30,0,-56.443,0,Problema encontrado
2386,1,0,64.8652,0,Problema encontrado
2387,30,0,103.8164,0,Problema encontrado
2388,1,1,-121.716,1,Funcional
2389,0,0,132.8139,0,Problema encontrado
2390,0,0,102.2555,1,Problema encontrado
2391,0,0,139.415,1,Problema encontrado
2392,30,0,31.7331,0,Problema encontrado
2393,0,0,65.9119,0,Funcional
2394,1,1,-96.6789,1,Funcional
2395,30,0,7.271,0,Problema encontrado
2396,1,1,-86.8426,1,Funcional
2397,20,0,-113.0668,0,Problema encontrado
2398,1,0,121.4634,0,Problema encontrado
2399,-2,1,83.3418,1,Disfuncional
2400,0,1,-125.7823,1,Disfuncional
2401,1,1,77.4536,0,Funcional
2402,0,1,-29.583,0,Funcional
2403,20,0,146.684,1,Problema encontrado
2404,30,1,52.6622,0,Funcional
2405,1,0,-92.208,1,Problema encontrado
2406,1,1,85.17,0,Funcional
2407,20,1,-79.0975,0,Funcional
2408,30,1,18.3627,0,Funcional
2409,1,1,-61.0645,0,Funcional
2410,0,1,129.4567,0,Problema encontrado
2411,-2,0,-79.2826,1,Disfuncional
2412,1,1,-81.0091,1,Funcional
2413,0,3,4.9093,0,Funcional
2414,30,0,88.172,0,Problema encontrado
2415,30,1,-45.8277,0,Funcional
2416,0,1,116.5471,0,Problema encontrado
2417,30,0,-40.6346,0,Problema encontrado
2418,1,1,-90.4313,1,Funcional
2419,-2,1,127.0383,1,Disfuncional
2420,1,1,-61.7386,1,Funcional
2421,-2,1,-14.7811,0,Disfuncional
2422,-2,0,5.5575,1,Disfuncional
2423,1,0,-116.9161,0,Problema encontrado
2424,0,0,146.7557,1,Problema encontrado
2425,20,0,91.1265,1,Problema encontrado
2426,20,1,73.707,0,Funcional
2427,-2,1,126.3932,1,Disfuncional
2428,-2,0,-86.1334,0,Disfuncional
2429,20,3,28.9374,1,Funcional
2430,-2,0,-33.8883,0,Disfuncional
2431,20,0,-41.9051,0,Problema encontrado
2432,1,1,-58.1249,0,Funcional
2433,0,0,9.3149,0,Funcional
2434,0,1,6.7817,1,Funcional
2435,20,0,106.0618,0,Problema encontrado
2436,1,0,111.5109,1,Problema encontrado
2437,0,1,110.5464,1,Problema encontrado
2438,0,1,106.0354,1,Problema encontrado
2439,1,1,134.9303,1,Problema encontrado
2440,30,0,-9.7552,1,Problema encontrado
2441,0,1,-103.7609,1,Funcional
2442,20,0,87.2238,1,Problema encontrado
2443,1,0,99.4094,0,Problema encontrado
2444,1,0,52.3201,0,Problema encontrado
2445,-2,1,-2.7084,0,Disfuncional
2446,1,1,12.1664,1,Funcional
2447,1,1,-54.257,1,Funcional
2448,0,1,131.2482,0,Problema encontrado
2449,0,0,-79.9295,0,Funcional
2450,1,1,-72.964,0,Funcional
2451,30,1,-17.8602,1,Funcional
2452,1,3,28.2774,1,Funcional
2453,30,1,-72.8843,1,Funcional
2454,-2,0,132.8045,0,Disfuncional
2455,30,1,115.9951,0,Problema encontrado
2456,30,1,81.7411,0,Funcional
2457,1,1,-91.3519,0,Funcional
2458,1,1,-83.3987,0,Funcional
2459,30,0,-34.4781,0,Problema encontrado
2460,1,1,-7.1427,1,Funcional
2461,20,3,45.1058,1,Funcional
2462,1,1,-74.4493,0,Funcional
2463,30,0,-124.9061,0,Problema encontrado
2464,1,0,111.9499,0,Problema encontrado
2465,1,0,-126.8643,0,Disfuncional
2466,0,1,37.5885,0,Funcional
2467,20,1,-32.4969,1,Funcional
2468,-2,1,75.9684,1,Disfuncional
2469,20,0,-99.3456,1,Problema encontrado
2470,0,1,57.1996,0,Funcional
2471,0,0,-108.0156,0,Funcional
2472,30,0,-54.6624,0,Problema encontrado
2473,30,1,94.8116,0,Problema encontrado
2474,-2,0,-31.6677,0,Disfuncional
2475,30,1,-75.8071,0,Funcional
2476,0,0,112.1642,0,Problema encontrado
2477,1,1,138.1196,1,Problema encontrado
2478,30,0,-13.9992,1,Problema encontrado
2479,1,1,-66.463,0,Funcional
2480,-2,0,64.1838,1,Disfuncional
2481,-2,1,-64.3065,1,Disfuncional
2482,-2,1,70.0262,0,Disfuncional
2483,0,0,77.7685,0,Funcional
2484,1,1,39.9278,0,Funcional
2485,20,0,82.2706,0,Problema encontrado
2486,20,0,-66.4961,0,Problema encontrado
2487,0,0,14.8128,0,Funcional
2488,20,0,-69.744,1,Problema encontrado
2489,20,1,-20.8706,0,Funcional
2490,-2,1,-84.286,1,Disfuncional
2491,1,0,27.6732,1,Problema encontrado
2492,-2,0,-96.9156,1,Disfuncional
2493,30,0,-7.2266,0,Problema encontrado
2494,20,0,-64.9699,0,Problema encontrado
2495,1,0,119.1945,0,Problema encontrado
2496,-2,0,-69.9973,1,Disfuncional
2497,20,1,11.9345,0,Funcional
2498,20,1,83.4063,1,Funcional
2499,30,1,129.648,1,Problema encontrado
2500,30,1,57.0791,1,Funcional
2501,0,1,72.2003,1,Funcional
2502,1,0,122.8765,0,Problema encontrado
2503,1,0,60.1967,1,Problema encontrado
2504,0,0,-74.7681,0,Funcional
2505,30,0,-110.3108,0,Problema encontrado
2506,-2,1,19.2803,1,Disfuncional
2507,1,0,124.3897,1,Problema encontrado
2508,0,1,-94.1978,0,Funcional
2509,30,1,141.507,0,Problema encontrado
2510,0,0,26.9272,1,Funcional
2511,0,1,-116.5502,0,Funcional
2512,30,0,56.538,1,Problema encontrado
2513,20,0,52.8017,1,Problema encontrado
2514,0,3,48.7199,1,Funcional
2515,1,1,85.4201,0,Funcional
2516,20,0,123.3765,0,Problema encontrado
2517,-2,0,-9.3429,1,Disfuncional
2518,0,0,122.5661,0,Problema encontrado
2519,20,1,130.7585,1,Problema encontrado
2520,1,0,30.6784,0,Problema encontrado
2521,20,1,-113.8986,1,Funcional
2522,0,1,-56.7863,0,Funcional
2523,30,0,38.0159,1,Problema encontrado
2524,1,0,-82.4469,1,Problema encontrado
2525,0,1,-82.1872,1,Funcional
2526,-2,0,-100.301,0,Disfuncional
2527,20,0,-118.615,0,Problema encontrado
2528,1,0,-72.0484,1,Problema encontrado
2529,30,1,82.5704,1,Funcional
2530,-2,1,-65.6674,0,Disfuncional
2531,1,1,-121.9282,0,Funcional
2532,-2,1,-29.9857,1,Disfuncional
2533,20,0,17.4118,1,Problema encontrado
2534,1,1,138.8084,0,Problema encontrado
2535,-2,1,-73.7686,1,Disfuncional
2536,20,0,114.5039,0,Problema encontrado
2537,30,1,142.4118,1,Problema encontrado
2538,-2,1,112.23,0,Disfuncional
2539,-2,1,-14.9894,0,Disfuncional
2540,20,1,61.3957,1,Funcional
2541,1,1,-24.5878,0,Funcional
2542,30,0,-59.5433,0,Problema encontrado
2543,-2,1,107.9845,1,Disfuncional
2544,30,0,-74.9522,1,Problema encontrado
2545,1,1,-109.7502,1,Funcional
2546,0,0,-97.7012,1,Funcional
2547,1,0,46.4589,0,Problema encontrado
2548,30,1,-74.3254,0,Funcional
2549,-2,0,140.8793,0,Disfuncional
2550,1,0,-109.531,1,Problema encontrado
2551,-2,1,117.6236,1,Disfuncional
2552,0,1,32.0326,1,Funcional
2553,1,1,64.9966,0,Funcional
2554,1,0,-94.964,1,Problema encontrado
2555,1,0,95.7852,1,Problema encontrado
2556,-2,0,56.3096,0,Disfuncional
2557,0,0,-117.0168,1,Funcional
2558,1,0,-71.7641,1,Problema encontrado
2559,30,0,8.4957,0,Problema encontrado
2560,0,0,-117.4369,1,Funcional
2561,20,0,-79.6684,0,Problema encontrado
2562,-2,1,5.583,0,Disfuncional
2563,20,0,-42.0883,0,Problema encontrado
2564,0,1,14.2458,0,Funcional
2565,30,0,28.6406,1,Problema encontrado
2566,1,1,-118.1646,0,Funcional
2567,30,0,67.5931,0,Problema encontrado
2568,-2,0,86.6887,0,Disfuncional
2569,20,0,135.2344,1,Problema encontrado
2570,-2,1,120.5571,0,Disfuncional
2571,1,1,-17.1169,1,Funcional
2572,30,3,22.4191,1,Funcional
2573,-2,0,-86.7629,0,Disfuncional
2574,30,1,-4.9508,1,Funcional
2575,1,1,136.9074,0,Problema encontrado
2576,0,1,-86.0251,0,Funcional
2577,1,0,68.6961,0,Problema encontrado
2578,1,0,-60.3567,0,Problema encontrado
2579,30,0,-7.2338,0,Problema encontrado
2580,30,1,-124.1956,1,Funcional
2581,30,0,-58.6711,0,Problema encontrado
2582,0,0,-49.5698,0,Funcional
2583,30,0,50.2642,0,Problema encontrado
2584,0,0,78.715,1,Funcional
2585,0,0,-24.4756,0,Funcional
2586,0,0,111.2876,0,Problema encontrado
2587,-2,0,-52.3888,0,Disfuncional
2588,0,1,-76.8081,1,Funcional
2589,-2,0,141.7716,0,Disfuncional
2590,20,1,5.5569,1,Funcional
2591,-2,1,137.1962,1,Disfuncional
2592,20,0,-28.1236,1,Problema encontrado
2593,1,0,72.1128,1,Problema encontrado
2594,20,1,139.7023,0,Problema encontrado
2595,1,1,-73.8702,1,Funcional
2596,-2,1,-113.681,1,Disfuncional
2597,30,0,6.5738,1,Problema encontrado
2598,0,1,-120.3946,0,Funcional
2599,20,0,-67.5763,0,Problema encontrado
2600,-2,1,128.0871,1,Disfuncional
2601,-2,1,-69.1709,0,Disfuncional
2602,0,0,88.5903,0,Funcional
2603,1,0,-117.1446,0,Problema encontrado
2604,20,1,112.9851,0,Problema encontrado
2605,-2,1,31.8492,1,Disfuncional
2606,0,0,-120.1389,1,Funcional
2607,20,0,-87.7565,1,Problema encontrado
2608,-2,1,-115.9266,1,Disfuncional
2609,30,0,-70.6106,0,Problema encontrado
2610,1,1,50.202,1,Funcional
2611,1,0,103.4024,0,Problema encontrado
2612,0,0,-34.1558,0,Funcional
2613,0,1,-8.0506,1,Funcional
2614,20,0,101.2533,1,Problema encontrado
2615,30,3,22.1025,0,Funcional
2616,20,0,-110.2841,0,Problema encontrado
2617,20,0,101.605,0,Problema encontrado
2618,0,1,138.5718,0,Problema encontrado
2619,20,1,89.8436,1,Funcional
2620,20,1,-67.8692,0,Funcional
2621,20,0,25.2288,0,Problema encontrado
2622,20,1,127.8544,0,Problema encontrado
2623,20,0,-11.6591,1,Problema encontrado
2624,30,1,-25.7375,1,Funcional
2625,20,1,57.1209,1,Funcional
2626,30,0,-114.1829,0,Problema encontrado
2627,30,0,145.4452,0,Problema encontrado
2628,30,0,-41.8563,1,Problema encontrado
2629,-2,1,-103.1264,1,Disfuncional
2630,30,1,-49.427,1,Funcional
2631,0,0,-86.5622,1,Funcional
2632,20,1,123.785,1,Problema encontrado
2633,-2,0,146.5942,0,Disfuncional
2634,20,1,-35.7102,0,Funcional
2635,30,1,15.0665,1,Funcional
2636,0,1,92.6558,1,Problema encontrado
2637,1,1,75.7503,1,Funcional
2638,30,1,-111.0564,0,Funcional
2639,1,1,-72.5644,0,Funcional
2640,20,1,39.0954,0,Funcional
2641,0,1,-87.8176,1,Funcional
2642,20,0,-67.1227,0,Problema encontrado
2643,30,1,-27.1069,1,Funcional
2644,30,0,-114.4029,1,Problema encontrado
2645,30,1,-109.0938,0,Funcional
2646,30,0,-93.1434,1,Problema encontrado
2647,-2,0,-37.2406,1,Disfuncional
2648,30,0,-93.6445,1,Problema encontrado
2649,0,0,96.3894,1,Problema encontrado
2650,20,0,23.3687,1,Problema encontrado
2651,1,0,120.4041,0,Problema encontrado
2652,30,1,-97.1472,0,Funcional
2653,-2,0,75.3194,0,Disfuncional
2654,-2,1,-6.5725,0,Disfuncional
2655,1,1,-96.4265,1,Funcional
2656,20,0,-59.4906,0,Problema encontrado
2657,1,1,-108.1202,1,Funcional
2658,30,0,-93.0642,1,Problema encontrado
2659,1,0,-108.1815,1,Problema encontrado
2660,20,0,111.8769,1,Problema encontrado
2661,30,0,12.835,1,Problema encontrado
2662,-2,1,140.6946,1,Disfuncional
2663,1,1,-117.2591,0,Funcional
2664,1,1,120.5681,0,Problema encontrado
2665,20,0,-115.6279,1,Problema encontrado
2666,20,0,-24.4428,1,Problema encontrado
2667,-2,1,-93.5258,0,Disfuncional
2668,30,1,96.32,0,Problema encontrado
2669,0,1,137.0021,0,Problema encontrado
2670,1,1,-76.785,1,Funcional
2671,20,0,110.1248,1,Problema encontrado
2672,-2,0,-89.0465,1,Disfuncional
2673,1,0,-17.6019,1,Problema encontrado
2674,-2,0,5.2681,0,Disfuncional
2675,0,1,31.6839,1,Funcional
2676,-2,1,131.1614,1,Disfuncional
2677,-2,0,97.8798,1,Disfuncional
2678,0,0,89.1911,1,Funcional
2679,0,0,-36.0379,1,Funcional
2680,30,0,-95.4405,1,Problema encontrado
2681,30,0,65.3051,1,Problema encontrado
2682,20,1,-13.477,1,Funcional
2683,30,0,-35.5568,0,Problema encontrado
2684,1,0,-87.1299,0,Problema encontrado
